DATE,PRCP_IL,SNOW_IL,SNWD_IL,PRCP_SD,SNOW_SD,SNWD_SD,TMAX_SD,TMIN_SD,PRCP_MI,SNOW_MI,SNWD_MI,TMAX_MI,TMIN_MI,TOBS_MI,PRCP_MO,SNOW_MO,SNWD_MO,PRCP_AR,SNOW_AR,SNWD_AR,TMAX_AR,TMIN_AR,TOBS_AR,PRCP_KS,SNOW_KS,SNWD_KS,WESF_KS,PRCP_IA,SNOW_IA,SNWD_IA,TMAX_IA,TMIN_IA,TOBS_IA,PRCP_ND,SNOW_ND,SNWD_ND,PRCP_IN,SNOW_IN,SNWD_IN,TMAX_IN,TMIN_IN,TOBS_IN,PRCP_OH,SNOW_OH,SNWD_OH,TMAX_OH,TMIN_OH,PRCP_TN,SNOW_TN,SNWD_TN,TMAX_TN,TMIN_TN,TOBS_TN
2020-03-11,3.0,0,0,0,0.0,0.0,67,-38,8.0,0.0,0.0,56.0,-22.0,-6.0,0.0,0.0,,0,0,0,150,61,72,0.0,0.0,,,0,0,0,100.0,-17.0,44.0,0,0.0,,5.0,0.0,0.0,83.0,28.0,78.0,0,0.0,0.0,100,-10,10,0,0,189,44,61
2020-03-12,0.0,0,0,3,0.0,0.0,67,-27,0.0,0.0,0.0,50.0,-6.0,28.0,0.0,0.0,,51,0,0,178,67,122,0.0,0.0,,,0,0,0,139.0,44.0,83.0,0,0.0,,74.0,0.0,0.0,,67.0,,3,0.0,0.0,156,50,130,0,0,211,61,161
2020-03-13,0.0,0,0,0,0.0,0.0,22,-43,20.0,0.0,0.0,83.0,28.0,33.0,302.0,,,64,0,0,233,117,117,0.0,0.0,,,0,0,0,194.0,-17.0,-17.0,0,0.0,,0.0,0.0,0.0,206.0,22.0,28.0,66,0.0,0.0,150,28,155,0,0,244,139,156
2020-03-14,0.0,0,0,0,0.0,0.0,6,-66,0.0,0.0,0.0,61.0,-22.0,-22.0,135.0,,,13,0,0,117,61,67,150.0,,,,28,25,25,100.0,-17.0,0.0,0,0.0,,104.0,30.0,51.0,44.0,0.0,0.0,20,23.0,0.0,56,-5,79,0,0,156,67,89
2020-03-15,28.0,25,25,0,0.0,0.0,11,-55,0.0,0.0,0.0,0.0,-22.0,-22.0,20.0,,,102,0,0,67,44,44,0.0,,,,18,10,0,22.0,-22.0,-22.0,0,0.0,,0.0,0.0,0.0,61.0,-6.0,17.0,0,0.0,30.0,100,-10,569,0,0,228,56,61
2020-03-16,0.0,0,0,3,0.0,0.0,22,-27,0.0,0.0,0.0,11.0,-56.0,-33.0,3.0,,,38,0,0,56,33,39,41.0,,,,3,0,0,22.0,-22.0,0.0,0,0.0,,0.0,0.0,0.0,78.0,17.0,56.0,3,0.0,0.0,100,-27,0,0,0,111,50,56
2020-03-17,0.0,0,0,0,0.0,0.0,67,-82,0.0,0.0,0.0,72.0,-33.0,28.0,25.0,,,112,0,0,72,39,67,0.0,0.0,,,0,0,0,67.0,-6.0,-6.0,0,0.0,,0.0,0.0,0.0,94.0,28.0,33.0,0,0.0,0.0,67,17,89,0,0,106,50,100
2020-03-18,0.0,0,0,0,0.0,0.0,83,0,0.0,0.0,0.0,78.0,-33.0,-11.0,30.0,,,97,0,0,111,67,89,56.0,,,,86,0,0,89.0,-6.0,44.0,0,0.0,,168.0,0.0,0.0,,28.0,106.0,411,0.0,0.0,111,0,0,0,0,172,94,133
2020-03-19,109.0,0,0,0,0.0,0.0,0,-93,0.0,0.0,0.0,56.0,-28.0,-28.0,122.0,,,79,0,0,178,89,172,25.0,,,,56,0,0,67.0,44.0,67.0,36,51.0,51.0,89.0,0.0,0.0,,72.0,,109,0.0,0.0,183,67,79,0,0,211,133,183
2020-03-20,89.0,0,0,0,0.0,0.0,-21,-127,122.0,0.0,0.0,144.0,-33.0,83.0,201.0,,,25,0,0,217,172,172,0.0,0.0,,,119,0,0,183.0,0.0,0.0,0,0.0,,58.0,0.0,0.0,,-6.0,-6.0,99,0.0,0.0,211,11,71,0,0,256,183,211
2020-03-21,0.0,0,0,0,0.0,0.0,39,-88,8.0,0.0,0.0,83.0,-56.0,-56.0,0.0,0.0,,0,0,0,178,39,39,0.0,0.0,,,0,0,0,17.0,-28.0,-28.0,0,0.0,,0.0,0.0,0.0,6.0,-17.0,0.0,0,0.0,0.0,11,-38,155,0,0,211,56,67
2020-03-22,0.0,0,0,0,0.0,0.0,83,-27,0.0,0.0,0.0,-22.0,-94.0,-94.0,25.0,,,0,0,0,100,39,39,76.0,,,,0,0,0,56.0,-28.0,-6.0,0,0.0,,36.0,0.0,0.0,133.0,-28.0,22.0,23,0.0,0.0,89,-60,0,0,0,122,44,83
2020-03-23,84.0,89,76,0,0.0,0.0,117,-71,20.0,23.0,25.0,28.0,-94.0,-17.0,180.0,8.0,,102,0,0,78,33,72,109.0,,,,38,15,0,6.0,-11.0,6.0,0,0.0,,0.0,0.0,0.0,56.0,17.0,33.0,10,0.0,0.0,83,33,292,0,0,111,78,106
2020-03-24,0.0,0,0,0,0.0,0.0,183,0,13.0,0.0,0.0,44.0,-17.0,0.0,0.0,0.0,,76,0,0,139,72,83,5.0,,,,0,0,0,72.0,6.0,33.0,0,0.0,,0.0,0.0,0.0,183.0,28.0,50.0,0,0.0,0.0,67,28,114,0,0,183,94,128
2020-03-25,0.0,0,0,8,0.0,0.0,39,-43,0.0,0.0,0.0,67.0,0.0,11.0,97.0,,,53,0,0,139,83,83,0.0,0.0,,,3,0,0,78.0,28.0,56.0,0,0.0,,0.0,0.0,0.0,150.0,6.0,106.0,36,0.0,0.0,167,44,241,0,0,206,94,94
2020-03-26,0.0,0,0,0,0.0,0.0,33,-55,0.0,0.0,0.0,122.0,11.0,67.0,0.0,0.0,,0,0,0,117,72,72,0.0,0.0,,,0,0,0,161.0,50.0,72.0,0,0.0,,0.0,0.0,0.0,117.0,,78.0,28,0.0,0.0,194,72,0,0,0,194,83,194
2020-03-27,25.0,0,0,0,0.0,0.0,128,6,0.0,0.0,0.0,100.0,11.0,11.0,130.0,,,0,0,0,272,72,183,246.0,,,,0,0,0,122.0,61.0,61.0,0,0.0,,61.0,0.0,0.0,222.0,78.0,122.0,81,0.0,0.0,133,83,0,0,0,306,189,233
2020-03-28,20.0,0,0,0,0.0,0.0,117,0,30.0,0.0,0.0,83.0,6.0,33.0,175.0,,,0,0,0,256,178,206,5.0,,,,122,0,0,106.0,61.0,94.0,0,0.0,,559.0,0.0,0.0,,,,170,0.0,0.0,183,94,0,0,0,300,206,250
2020-03-29,64.0,0,0,0,0.0,0.0,139,-21,226.0,0.0,0.0,83.0,33.0,83.0,33.0,,,178,0,0,233,117,117,0.0,0.0,,,13,0,0,233.0,39.0,61.0,0,0.0,,0.0,0.0,0.0,,106.0,122.0,99,0.0,0.0,222,117,114,0,0,283,122,128
2020-03-30,0.0,0,0,0,0.0,0.0,189,-38,10.0,0.0,0.0,167.0,39.0,44.0,0.0,0.0,,0,0,0,222,100,100,0.0,0.0,,,0,0,0,150.0,11.0,11.0,0,0.0,,0.0,0.0,0.0,122.0,50.0,56.0,5,0.0,0.0,133,44,0,0,0,222,83,94
2020-03-31,0.0,0,0,15,0.0,0.0,144,44,5.0,0.0,0.0,56.0,17.0,17.0,0.0,0.0,,254,0,0,172,94,94,0.0,0.0,,,0,0,0,161.0,11.0,44.0,0,0.0,,,,,,,,3,0.0,0.0,78,39,399,0,0,183,89,106
2020-04-01,0.0,0,0,5,0.0,0.0,139,-16,25.0,0.0,0.0,56.0,17.0,33.0,0.0,0.0,,56,0,0,183,72,72,0.0,0.0,,,0,0,0,144.0,17.0,28.0,0,0.0,,0.0,0.0,0.0,178.0,44.0,44.0,10,0.0,0.0,111,28,33,0,0,156,33,44
2020-04-02,0.0,0,0,76,48.0,0.0,-16,-77,0.0,0.0,0.0,94.0,11.0,11.0,0.0,0.0,,0,0,0,183,72,106,0.0,0.0,,,0,0,0,161.0,28.0,94.0,0,0.0,,0.0,0.0,0.0,144.0,11.0,72.0,0,0.0,0.0,139,6,0,0,0,189,39,72
2020-04-03,5.0,0,0,0,0.0,50.0,-16,-116,0.0,0.0,0.0,133.0,-17.0,-11.0,5.0,,,20,0,0,211,100,133,0.0,0.0,,,94,0,0,167.0,28.0,28.0,81,76.0,76.0,0.0,0.0,0.0,172.0,11.0,122.0,0,0.0,0.0,150,0,0,0,0,233,61,111
2020-04-04,5.0,0,0,0,0.0,30.0,50,-138,0.0,0.0,0.0,94.0,-17.0,-11.0,94.0,,,0,0,0,183,94,94,41.0,,,,64,0,0,28.0,-33.0,-28.0,0,0.0,,13.0,0.0,0.0,256.0,61.0,61.0,0,0.0,0.0,200,0,0,0,0,256,100,122
2020-04-05,0.0,0,0,0,0.0,0.0,128,-32,8.0,0.0,0.0,133.0,-17.0,0.0,0.0,0.0,,0,0,0,133,83,89,0.0,0.0,,,0,0,0,78.0,-33.0,17.0,0,0.0,,0.0,0.0,0.0,106.0,39.0,56.0,0,0.0,0.0,139,17,0,0,0,239,89,122
2020-04-06,0.0,0,0,0,0.0,0.0,200,33,0.0,0.0,0.0,83.0,-33.0,-33.0,0.0,0.0,,0,0,0,206,89,117,0.0,0.0,,,0,0,0,144.0,17.0,56.0,0,0.0,,0.0,0.0,0.0,183.0,17.0,133.0,0,0.0,0.0,189,-5,0,0,0,261,117,122
2020-04-07,5.0,0,0,0,0.0,0.0,206,50,0.0,0.0,0.0,150.0,-33.0,72.0,0.0,0.0,,0,0,0,250,117,172,0.0,0.0,,,0,0,0,172.0,56.0,156.0,0,0.0,,0.0,0.0,0.0,,,,127,0.0,0.0,211,94,0,0,0,278,122,194
2020-04-08,5.0,0,0,0,0.0,0.0,122,17,69.0,0.0,0.0,106.0,50.0,61.0,0.0,0.0,,0,0,0,250,167,206,0.0,0.0,,,0,0,0,250.0,94.0,150.0,0,0.0,,74.0,0.0,0.0,,144.0,244.0,109,0.0,0.0,206,117,10,0,0,239,183,211
2020-04-09,10.0,0,0,3,8.0,0.0,50,-55,30.0,0.0,0.0,167.0,22.0,33.0,0.0,0.0,,84,0,0,300,122,122,0.0,0.0,,,0,0,0,256.0,11.0,17.0,0,0.0,,0.0,0.0,0.0,250.0,22.0,28.0,30,0.0,0.0,144,22,472,0,0,289,122,133
2020-04-10,0.0,0,0,0,0.0,0.0,122,-66,8.0,0.0,0.0,78.0,-6.0,-6.0,0.0,0.0,,0,0,0,206,39,39,0.0,0.0,,,0,0,0,117.0,-33.0,-22.0,0,0.0,,0.0,0.0,0.0,94.0,-6.0,61.0,33,33.0,30.0,83,0,0,0,0,267,33,56
2020-04-11,0.0,0,0,0,0.0,0.0,72,-5,0.0,0.0,0.0,67.0,-39.0,-6.0,0.0,0.0,,0,0,0,139,39,56,0.0,0.0,,,0,0,0,117.0,-22.0,44.0,0,0.0,,0.0,0.0,0.0,167.0,39.0,122.0,0,0.0,0.0,122,-10,0,0,0,150,22,33
2020-04-12,102.0,0,0,0,0.0,0.0,33,-82,3.0,0.0,0.0,128.0,-6.0,72.0,53.0,,,114,0,0,211,56,128,3.0,,,,28,0,0,172.0,44.0,94.0,0,0.0,,25.0,0.0,0.0,,100.0,,41,0.0,0.0,167,72,163,0,0,228,33,117
2020-04-13,79.0,0,0,0,0.0,0.0,11,-82,43.0,0.0,0.0,161.0,72.0,94.0,48.0,,,292,0,0,189,39,39,25.0,,,,107,0,0,178.0,-39.0,-28.0,0,0.0,0.0,25.0,0.0,0.0,,28.0,28.0,102,0.0,0.0,161,50,907,0,0,178,61,61
2020-04-14,0.0,0,0,0,0.0,0.0,17,-77,5.0,0.0,0.0,117.0,-22.0,-17.0,0.0,0.0,,0,0,0,106,39,44,0.0,0.0,,,0,0,0,56.0,-39.0,-33.0,0,0.0,,0.0,0.0,0.0,67.0,-6.0,17.0,0,0.0,0.0,67,0,0,0,0,128,28,28
2020-04-15,10.0,38,25,0,0.0,0.0,50,-93,5.0,3.0,0.0,28.0,-33.0,-33.0,0.0,0.0,,0,0,0,100,28,28,0.0,0.0,,,23,41,51,61.0,-44.0,-44.0,0,0.0,,0.0,0.0,0.0,72.0,-17.0,-6.0,20,0.0,0.0,89,-27,0,0,0,106,-17,-11
2020-04-16,3.0,13,0,0,0.0,0.0,100,-82,0.0,0.0,0.0,33.0,-56.0,-33.0,0.0,0.0,,0,0,0,178,28,44,0.0,0.0,,,3,3,0,44.0,-44.0,-6.0,0,0.0,,0.0,0.0,0.0,83.0,-22.0,56.0,0,0.0,0.0,72,-32,0,0,0,172,-11,28
2020-04-17,33.0,64,51,0,0.0,0.0,128,-77,0.0,0.0,0.0,50.0,-33.0,-11.0,81.0,,,0,0,0,194,39,100,318.0,,,,173,188,178,39.0,-6.0,-6.0,0,0.0,,1194.0,0.0,0.0,,17.0,22.0,94,20.0,0.0,56,-5,0,0,0,217,28,100
2020-04-18,18.0,5,0,0,0.0,0.0,172,-10,0.0,0.0,0.0,50.0,-22.0,0.0,0.0,0.0,,0,0,0,194,28,28,0.0,0.0,,,0,0,0,67.0,-6.0,11.0,0,0.0,,0.0,0.0,0.0,128.0,0.0,94.0,0,0.0,0.0,106,11,66,0,0,239,50,50
2020-04-19,0.0,0,0,0,0.0,0.0,128,-38,5.0,0.0,0.0,128.0,0.0,61.0,0.0,0.0,,51,0,0,156,22,100,0.0,0.0,,,0,0,0,156.0,11.0,72.0,0,0.0,,0.0,0.0,0.0,172.0,50.0,83.0,0,0.0,0.0,144,33,38,0,0,183,50,133
2020-04-20,0.0,0,0,0,0.0,0.0,189,0,0.0,0.0,0.0,133.0,-44.0,-28.0,0.0,0.0,,25,0,0,144,83,100,76.0,,,,3,0,0,167.0,28.0,56.0,0,0.0,,0.0,0.0,0.0,172.0,28.0,128.0,0,0.0,0.0,144,6,89,0,0,150,83,83
2020-04-21,0.0,0,0,0,0.0,0.0,250,-32,25.0,0.0,0.0,133.0,-28.0,6.0,0.0,,,13,0,0,233,100,172,0.0,0.0,,,5,0,0,189.0,28.0,28.0,0,0.0,,0.0,0.0,0.0,133.0,28.0,28.0,8,0.0,0.0,122,6,0,0,0,233,83,117
2020-04-22,0.0,0,0,0,0.0,0.0,256,-16,0.0,0.0,0.0,28.0,-44.0,-39.0,0.0,0.0,,0,0,0,250,111,122,,,,,3,0,0,167.0,28.0,117.0,0,0.0,,0.0,0.0,0.0,211.0,11.0,161.0,5,0.0,0.0,67,-32,0,0,0,244,94,117
2020-04-23,0.0,0,0,0,0.0,0.0,222,61,0.0,0.0,0.0,33.0,-39.0,17.0,114.0,,,173,0,0,178,122,139,,,,,0,0,0,233.0,100.0,217.0,0,0.0,,71.0,0.0,0.0,,106.0,156.0,20,0.0,0.0,178,33,114,0,0,206,117,139
2020-04-24,0.0,0,0,0,0.0,0.0,200,44,0.0,0.0,0.0,72.0,17.0,39.0,20.0,,,0,0,0,178,94,100,,,,,0,0,0,222.0,100.0,111.0,0,0.0,,0.0,0.0,0.0,194.0,67.0,139.0,0,0.0,0.0,178,67,30,0,0,189,89,89
2020-04-25,127.0,0,0,41,0.0,0.0,167,33,0.0,0.0,0.0,89.0,-11.0,-11.0,605.0,,,102,0,0,194,100,128,,,,,23,0,0,161.0,72.0,72.0,0,0.0,,86.0,0.0,0.0,,,167.0,28,0.0,0.0,206,33,8,0,0,239,89,150
2020-04-26,203.0,0,0,0,0.0,0.0,211,-10,0.0,0.0,0.0,133.0,-11.0,56.0,104.0,,,0,0,0,172,83,89,,,,,0,0,0,178.0,56.0,72.0,0,0.0,,76.0,0.0,0.0,,83.0,83.0,183,0.0,0.0,111,56,0,0,0,200,67,78
2020-04-27,0.0,0,0,0,0.0,0.0,244,33,0.0,0.0,0.0,128.0,-22.0,-6.0,3.0,,,0,0,0,217,89,150,,,,,0,0,0,200.0,67.0,128.0,0,0.0,,0.0,0.0,0.0,189.0,17.0,150.0,8,0.0,0.0,161,28,0,0,0,200,56,83
2020-04-28,25.0,0,0,107,0.0,0.0,150,94,15.0,0.0,0.0,161.0,-6.0,78.0,36.0,,,0,0,0,217,144,156,,,,,0,0,0,239.0,122.0,178.0,0,0.0,,0.0,0.0,0.0,244.0,128.0,183.0,0,0.0,0.0,178,89,0,0,0,239,83,161
2020-04-29,523.0,0,0,0,0.0,0.0,194,50,127.0,0.0,0.0,183.0,78.0,83.0,155.0,,,231,0,0,233,150,150,,,,,0,0,0,222.0,89.0,89.0,89,0.0,,61.0,0.0,0.0,,128.0,,48,0.0,0.0,233,117,117,0,0,250,139,144
2020-04-30,318.0,0,0,0,0.0,0.0,228,0,58.0,0.0,0.0,172.0,83.0,106.0,25.0,,,5,0,0,183,100,100,,,,,0,0,0,150.0,50.0,61.0,0,0.0,,20.0,0.0,0.0,,61.0,67.0,20,0.0,0.0,139,72,13,0,0,217,89,94
2020-05-01,0.0,0,0,0,0.0,0.0,267,133,56.0,0.0,0.0,139.0,39.0,39.0,0.0,0.0,,0,0,0,228,100,100,,,,,0,0,0,217.0,61.0,67.0,0,,,0.0,0.0,0.0,189.0,44.0,150.0,18,0.0,0.0,133,56,0,0,0,217,67,72
2020-05-02,0.0,0,0,0,0.0,0.0,239,61,0.0,0.0,0.0,167.0,39.0,106.0,0.0,0.0,,0,0,0,267,100,150,,,,,0,0,0,250.0,61.0,178.0,0,,,0.0,0.0,0.0,,139.0,194.0,0,0.0,0.0,228,56,0,0,0,272,72,150
2020-05-03,0.0,0,0,0,0.0,0.0,167,44,0.0,0.0,0.0,233.0,78.0,106.0,0.0,0.0,,0,0,0,289,150,194,,,,,13,0,0,233.0,128.0,133.0,0,,,191.0,0.0,0.0,,94.0,94.0,0,0.0,0.0,244,133,0,0,0,283,150,172
2020-05-04,0.0,0,0,536,0.0,0.0,89,61,0.0,0.0,0.0,217.0,33.0,33.0,0.0,0.0,,89,0,0,261,156,156,,,,,0,0,0,239.0,83.0,94.0,0,,,0.0,0.0,0.0,167.0,83.0,139.0,0,0.0,0.0,139,44,0,0,0,267,172,183
2020-05-05,56.0,0,0,46,0.0,0.0,111,61,0.0,0.0,0.0,78.0,-6.0,0.0,168.0,,,122,0,0,211,150,167,,,,,56,0,0,139.0,67.0,67.0,279,,,18.0,0.0,0.0,294.0,39.0,267.0,3,0.0,0.0,128,17,0,0,0,278,183,200
2020-05-06,102.0,0,0,0,0.0,0.0,194,17,0.0,0.0,0.0,61.0,0.0,6.0,0.0,0.0,,0,0,0,228,111,111,,,,,43,0,0,100.0,56.0,72.0,38,,,8.0,0.0,0.0,283.0,50.0,56.0,8,0.0,0.0,133,44,0,0,0,222,83,94
2020-05-07,0.0,0,0,0,0.0,0.0,133,22,0.0,0.0,0.0,139.0,6.0,56.0,0.0,0.0,,0,0,0,183,78,78,0.0,0.0,,,0,0,0,161.0,56.0,72.0,0,,,0.0,0.0,0.0,189.0,33.0,144.0,0,0.0,0.0,194,17,0,0,0,167,44,67
2020-05-08,0.0,0,0,0,0.0,0.0,139,-16,0.0,0.0,0.0,117.0,0.0,0.0,48.0,,,165,0,0,206,78,122,69.0,,,,13,0,0,189.0,50.0,50.0,0,,,152.0,0.0,0.0,,6.0,6.0,3,0.0,0.0,83,-16,18,0,0,222,67,117
2020-05-09,0.0,0,0,8,0.0,0.0,100,11,5.0,5.0,0.0,33.0,-28.0,-11.0,0.0,0.0,,13,0,0,178,61,61,0.0,0.0,,,0,0,0,133.0,-17.0,61.0,38,,,0.0,0.0,0.0,122.0,-22.0,83.0,0,0.0,0.0,83,-5,152,0,0,172,22,94
2020-05-10,0.0,0,0,0,0.0,0.0,83,0,0.0,0.0,0.0,89.0,-11.0,28.0,0.0,0.0,,0,0,0,183,61,106,0.0,0.0,,,0,0,0,178.0,50.0,50.0,53,,,13.0,0.0,0.0,,28.0,33.0,33,0.0,0.0,161,6,0,0,0,189,33,56
2020-05-11,25.0,0,0,0,0.0,0.0,122,-16,5.0,0.0,0.0,61.0,17.0,28.0,0.0,0.0,,0,0,0,222,67,83,0.0,0.0,,,0,0,0,122.0,39.0,56.0,0,,,0.0,0.0,0.0,83.0,22.0,61.0,18,0.0,0.0,67,22,0,0,0,233,56,56
2020-05-12,0.0,0,0,0,0.0,0.0,122,-16,3.0,0.0,0.0,83.0,-39.0,-22.0,0.0,,,38,0,0,144,83,83,41.0,,,,0,0,0,133.0,56.0,56.0,0,,,0.0,0.0,0.0,156.0,6.0,67.0,0,0.0,0.0,144,0,0,0,0,183,56,94
2020-05-13,0.0,0,0,23,0.0,0.0,122,67,0.0,0.0,0.0,100.0,-44.0,-22.0,0.0,,,132,0,0,117,83,117,0.0,0.0,,,0,0,0,161.0,44.0,61.0,28,,,0.0,0.0,0.0,178.0,33.0,128.0,0,0.0,0.0,178,17,89,0,0,133,89,128
2020-05-14,89.0,0,0,0,0.0,0.0,211,33,0.0,0.0,0.0,139.0,-22.0,78.0,0.0,,,0,0,0,239,117,183,8.0,,,,56,0,0,172.0,61.0,167.0,18,,,142.0,0.0,0.0,,117.0,,74,0.0,0.0,228,78,0,0,0,283,122,167
2020-05-15,508.0,0,0,0,0.0,0.0,217,11,130.0,0.0,0.0,167.0,72.0,128.0,320.0,,,0,0,0,256,183,200,244.0,,,,625,0,0,233.0,144.0,144.0,0,,,140.0,0.0,0.0,,150.0,150.0,119,0.0,0.0,239,150,0,0,0,278,167,178
2020-05-16,13.0,0,0,36,0.0,0.0,156,100,28.0,0.0,0.0,200.0,56.0,61.0,0.0,0.0,,15,0,0,233,172,200,0.0,0.0,,,0,0,0,228.0,139.0,144.0,0,,,0.0,0.0,0.0,256.0,128.0,194.0,0,0.0,0.0,239,122,0,0,0,283,178,194
2020-05-17,56.0,0,0,0,0.0,0.0,217,83,0.0,0.0,0.0,150.0,61.0,94.0,51.0,,,318,0,0,244,189,189,0.0,0.0,,,142,0,0,228.0,139.0,139.0,0,,,64.0,0.0,0.0,,172.0,,0,0.0,0.0,267,150,13,0,0,294,194,206
2020-05-18,262.0,0,0,0,0.0,0.0,228,56,218.0,0.0,0.0,144.0,94.0,100.0,3.0,,,0,0,0,250,139,139,0.0,0.0,,,13,0,0,161.0,106.0,117.0,0,,,447.0,0.0,0.0,,156.0,156.0,224,0.0,0.0,239,178,216,0,0,289,156,161
2020-05-19,114.0,0,0,0,0.0,0.0,222,83,267.0,0.0,0.0,117.0,94.0,111.0,0.0,0.0,,0,0,0,194,139,144,0.0,0.0,,,3,0,0,144.0,111.0,111.0,0,,,94.0,0.0,0.0,,133.0,239.0,84,0.0,0.0,211,133,0,0,0,244,117,133
2020-05-20,0.0,0,0,0,0.0,0.0,211,128,0.0,0.0,0.0,156.0,83.0,117.0,5.0,,,0,0,0,206,144,161,0.0,0.0,,,5,0,0,161.0,106.0,133.0,0,,,0.0,0.0,0.0,244.0,111.0,122.0,0,0.0,0.0,200,122,0,0,0,211,128,139
2020-05-21,0.0,0,0,0,0.0,0.0,217,139,0.0,0.0,0.0,200.0,61.0,78.0,0.0,,,0,0,0,217,161,189,0.0,0.0,,,3,0,0,161.0,122.0,122.0,0,,,0.0,0.0,0.0,167.0,111.0,150.0,0,0.0,0.0,239,117,0,0,0,233,128,139
2020-05-22,0.0,0,0,0,0.0,0.0,261,144,0.0,0.0,0.0,228.0,78.0,128.0,0.0,0.0,,0,0,0,233,183,183,0.0,,,,0,0,0,156.0,122.0,150.0,10,,,0.0,0.0,0.0,228.0,144.0,150.0,99,0.0,0.0,200,144,0,0,0,272,139,183
2020-05-23,0.0,0,0,0,0.0,0.0,272,122,0.0,0.0,0.0,256.0,128.0,150.0,0.0,0.0,,211,0,0,228,178,189,262.0,,,,155,0,0,217.0,150.0,172.0,0,,,0.0,0.0,0.0,,139.0,194.0,0,0.0,0.0,250,122,18,0,0,306,178,194
2020-05-24,5.0,0,0,36,0.0,0.0,228,156,0.0,0.0,0.0,256.0,150.0,172.0,0.0,0.0,,0,0,0,278,189,200,0.0,0.0,,,0,0,0,244.0,150.0,183.0,0,,,0.0,0.0,0.0,311.0,183.0,228.0,0,0.0,0.0,294,178,0,0,0,322,183,183
