DATE,PRCP_IL,SNOW_IL,SNWD_IL,PRCP_SD,SNOW_SD,SNWD_SD,TMAX_SD,TMIN_SD,PRCP_MI,SNOW_MI,SNWD_MI,TMAX_MI,TMIN_MI,TOBS_MI,PRCP_MO,SNOW_MO,SNWD_MO,PRCP_AR,SNOW_AR,SNWD_AR,TMAX_AR,TMIN_AR,TOBS_AR,PRCP_KS,SNOW_KS,SNWD_KS,WESF_KS,PRCP_IA,SNOW_IA,SNWD_IA,TMAX_IA,TMIN_IA,TOBS_IA,PRCP_ND,SNOW_ND,SNWD_ND,PRCP_IN,SNOW_IN,SNWD_IN,TMAX_IN,TMIN_IN,TOBS_IN,PRCP_OH,SNOW_OH,SNWD_OH,TMAX_OH,TMIN_OH,PRCP_TN,SNOW_TN,SNWD_TN,TMAX_TN,TMIN_TN,TOBS_TN
2020-05-25,0.0,0,0,0,0.0,0.0,206,144,5.0,0.0,0.0,294.0,139.0,150.0,10.0,,,0,0,0,294,200,211,13.0,,,,170,0,0,244.0,183.0,183.0,97,,,0.0,0.0,0.0,311.0,194.0,239.0,0,0.0,0.0,322,189,0,0,0,294,183,250
2020-05-26,46.0,0,0,0,0.0,0.0,261,122,0.0,0.0,0.0,311.0,150.0,200.0,15.0,,,0,0,0,311,211,222,152.0,,,,33,0,0,283.0,172.0,211.0,0,,,0.0,0.0,0.0,306.0,194.0,217.0,0,0.0,0.0,317,194,0,0,0,322,206,211
2020-05-27,0.0,0,0,0,0.0,0.0,306,117,,0.0,0.0,,,,25.0,,,211,0,0,267,200,206,203.0,,,,0,0,0,278.0,167.0,172.0,0,,,79.0,0.0,0.0,,206.0,206.0,0,0.0,0.0,289,200,137,0,0,261,194,194
2020-05-28,13.0,0,0,0,0.0,0.0,239,106,8.0,0.0,0.0,306.0,200.0,206.0,119.0,,,191,0,0,267,178,189,86.0,,,,25,0,0,256.0,172.0,200.0,0,,,259.0,0.0,0.0,,200.0,,114,0.0,0.0,267,189,38,0,0,278,172,183
2020-05-29,64.0,0,0,0,0.0,0.0,217,56,25.0,0.0,0.0,272.0,183.0,183.0,8.0,,,69,0,0,256,172,172,51.0,,,,351,0,0,206.0,122.0,128.0,0,,,15.0,0.0,0.0,,167.0,167.0,132,0.0,0.0,256,122,38,0,0,283,167,178
2020-05-30,0.0,0,0,0,0.0,0.0,217,106,132.0,0.0,0.0,194.0,111.0,117.0,0.0,0.0,,0,0,0,272,150,150,0.0,0.0,,,0,0,0,217.0,106.0,139.0,0,,,0.0,0.0,0.0,217.0,128.0,172.0,0,0.0,0.0,206,106,0,0,0,278,133,139
2020-05-31,0.0,0,0,0,0.0,0.0,278,94,0.0,0.0,0.0,194.0,44.0,67.0,0.0,0.0,,0,0,0,261,150,183,0.0,,,,0,0,0,228.0,139.0,144.0,0,,,0.0,0.0,0.0,206.0,111.0,122.0,0,0.0,0.0,161,67,0,0,0,278,128,172
2020-06-01,0.0,0,0,0,0.0,0.0,367,194,0.0,0.0,0.0,172.0,67.0,106.0,0.0,0.0,,0,0,0,272,167,172,0.0,0.0,,,0,0,0,233.0,139.0,183.0,0,,,0.0,0.0,0.0,233.0,78.0,200.0,3,0.0,0.0,222,61,0,0,0,278,128,139
2020-06-02,3.0,0,0,3,0.0,0.0,306,161,84.0,0.0,0.0,239.0,106.0,144.0,0.0,0.0,,0,0,0,283,172,172,0.0,0.0,,,0,0,0,278.0,183.0,211.0,0,,,0.0,0.0,0.0,306.0,172.0,222.0,8,0.0,0.0,300,139,0,0,0,294,139,144
2020-06-03,0.0,0,0,0,0.0,0.0,306,89,18.0,0.0,0.0,306.0,144.0,189.0,0.0,0.0,,0,0,0,306,172,222,0.0,0.0,,,0,0,0,311.0,211.0,228.0,0,,,30.0,0.0,0.0,,211.0,,0,0.0,0.0,294,194,0,0,0,317,144,200
2020-06-04,20.0,0,0,201,0.0,0.0,294,133,0.0,0.0,0.0,283.0,161.0,172.0,310.0,,,8,0,0,300,217,222,132.0,,,,8,0,0,294.0,200.0,211.0,0,,,41.0,0.0,0.0,,217.0,222.0,165,0.0,0.0,261,178,81,0,0,322,194,206
2020-06-05,13.0,0,0,0,0.0,0.0,272,128,0.0,0.0,0.0,261.0,133.0,144.0,3.0,,,0,0,0,294,222,228,97.0,,,,86,0,0,306.0,189.0,194.0,0,,,0.0,0.0,0.0,,178.0,228.0,8,0.0,0.0,283,194,643,0,0,278,200,211
2020-06-06,0.0,0,0,23,0.0,0.0,250,150,0.0,0.0,0.0,278.0,117.0,117.0,20.0,0.0,,0,0,0,333,206,211,0.0,0.0,,,0,0,0,317.0,194.0,206.0,0,,,0.0,0.0,0.0,,189.0,194.0,0,0.0,0.0,283,161,79,0,0,322,172,222
2020-06-07,0.0,0,0,142,0.0,0.0,350,189,0.0,0.0,0.0,228.0,100.0,106.0,0.0,0.0,,0,0,0,322,211,256,0.0,0.0,,,0,0,0,294.0,189.0,189.0,8,,,0.0,0.0,0.0,278.0,144.0,189.0,0,0.0,0.0,256,122,0,0,0,328,222,261
2020-06-08,0.0,0,0,48,0.0,0.0,306,194,0.0,0.0,0.0,178.0,89.0,111.0,0.0,0.0,,0,0,0,339,233,239,0.0,0.0,,,0,0,0,306.0,189.0,222.0,51,,,0.0,0.0,0.0,300.0,167.0,233.0,0,0.0,0.0,278,117,0,0,0,339,233,233
2020-06-09,0.0,0,0,264,0.0,0.0,194,133,0.0,0.0,0.0,283.0,111.0,178.0,348.0,,,305,0,0,283,228,228,0.0,0.0,,,8,0,0,306.0,189.0,189.0,0,,,0.0,0.0,0.0,,217.0,256.0,0,0.0,0.0,322,167,140,0,0,283,189,189
2020-06-10,157.0,0,0,0,0.0,0.0,244,117,5.0,0.0,0.0,306.0,178.0,256.0,325.0,,,36,0,0,306,194,194,0.0,0.0,,,587,0,0,222.0,167.0,167.0,0,,,0.0,0.0,0.0,311.0,183.0,194.0,157,0.0,0.0,311,200,643,0,0,306,189,228
2020-06-11,13.0,0,0,0,0.0,0.0,272,106,259.0,0.0,0.0,322.0,133.0,150.0,10.0,,,0,0,0,228,156,156,0.0,0.0,,,104,0,0,222.0,133.0,139.0,20,,,0.0,0.0,0.0,,161.0,167.0,0,0.0,0.0,250,156,0,0,0,261,139,144
2020-06-12,0.0,0,0,0,0.0,0.0,294,122,13.0,0.0,0.0,233.0,94.0,100.0,0.0,0.0,,0,0,0,283,156,172,0.0,0.0,,,0,0,0,283.0,139.0,144.0,0,,,0.0,0.0,0.0,283.0,128.0,178.0,0,0.0,0.0,239,144,0,0,0,289,133,144
2020-06-13,0.0,0,0,0,0.0,0.0,311,161,0.0,0.0,0.0,167.0,72.0,83.0,0.0,0.0,,0,0,0,300,172,211,0.0,0.0,,,0,0,0,294.0,144.0,156.0,0,,,5.0,0.0,0.0,339.0,144.0,156.0,36,0.0,0.0,211,106,0,0,0,306,133,161
2020-06-14,3.0,0,0,0,0.0,0.0,328,178,0.0,0.0,0.0,156.0,56.0,56.0,0.0,0.0,,0,0,0,311,211,222,0.0,0.0,,,0,0,0,250.0,133.0,139.0,0,,,0.0,0.0,0.0,228.0,111.0,161.0,0,0.0,0.0,228,94,0,0,0,317,161,256
2020-06-15,0.0,0,0,0,0.0,0.0,322,200,0.0,0.0,0.0,194.0,56.0,117.0,0.0,0.0,,0,0,0,317,200,217,0.0,0.0,,,0,0,0,250.0,139.0,183.0,0,,,0.0,0.0,0.0,256.0,106.0,156.0,0,0.0,0.0,250,133,0,0,0,322,172,178
2020-06-16,0.0,0,0,0,0.0,0.0,350,206,0.0,0.0,0.0,228.0,100.0,133.0,0.0,0.0,,0,0,0,289,167,167,0.0,0.0,,,0,0,0,267.0,172.0,189.0,0,,,0.0,0.0,0.0,278.0,128.0,183.0,0,0.0,0.0,272,133,0,0,0,289,139,144
2020-06-17,0.0,0,0,84,0.0,0.0,350,211,0.0,0.0,0.0,261.0,100.0,117.0,0.0,0.0,,0,0,0,278,167,189,,,,,0,0,0,272.0,150.0,194.0,0,,,0.0,0.0,0.0,283.0,144.0,183.0,0,0.0,0.0,278,144,0,0,0,289,144,161
2020-06-18,0.0,0,0,132,0.0,0.0,256,161,0.0,0.0,0.0,278.0,117.0,139.0,0.0,0.0,,0,0,0,294,189,206,0.0,0.0,,,0,0,0,278.0,178.0,189.0,0,,,0.0,0.0,0.0,294.0,144.0,211.0,56,0.0,0.0,283,172,0,0,0,300,161,167
2020-06-19,0.0,0,0,0,0.0,0.0,250,111,0.0,0.0,0.0,294.0,139.0,189.0,0.0,0.0,,0,0,0,317,200,200,20.0,,,,0,0,0,283.0,189.0,211.0,0,,,0.0,0.0,0.0,322.0,161.0,228.0,0,0.0,0.0,278,178,0,0,0,306,167,172
2020-06-20,0.0,0,0,8,0.0,0.0,256,167,0.0,0.0,0.0,311.0,189.0,211.0,46.0,,,0,0,0,317,200,222,25.0,,,,33,0,0,261.0,189.0,194.0,5,,,0.0,0.0,0.0,328.0,194.0,239.0,0,0.0,0.0,311,167,0,0,0,328,172,283
2020-06-21,46.0,0,0,0,0.0,0.0,228,144,5.0,0.0,0.0,328.0,206.0,228.0,33.0,0.0,,160,0,0,322,194,200,0.0,0.0,,,0,0,0,283.0,194.0,217.0,5,,,76.0,0.0,0.0,,194.0,194.0,79,0.0,0.0,322,194,183,0,0,333,200,222
2020-06-22,0.0,0,0,0,0.0,0.0,244,128,0.0,0.0,0.0,300.0,172.0,189.0,0.0,0.0,,0,0,0,289,200,217,0.0,0.0,,,180,0,0,300.0,183.0,183.0,0,,,152.0,0.0,0.0,328.0,189.0,233.0,185,0.0,0.0,256,200,0,0,0,306,200,211
2020-06-23,51.0,0,0,0,0.0,0.0,261,117,38.0,0.0,0.0,289.0,189.0,194.0,0.0,0.0,,0,0,0,267,217,217,0.0,0.0,,,30,0,0,239.0,150.0,172.0,0,,,160.0,0.0,0.0,244.0,183.0,189.0,43,0.0,0.0,272,172,191,0,0,283,206,233
2020-06-24,0.0,0,0,0,0.0,0.0,311,111,3.0,0.0,0.0,250.0,,144.0,0.0,0.0,,0,0,0,289,200,200,0.0,0.0,,,0,0,0,244.0,139.0,172.0,0,,,0.0,0.0,0.0,256.0,150.0,172.0,0,0.0,0.0,239,144,25,0,0,306,200,200
2020-06-25,0.0,0,0,0,0.0,0.0,300,150,0.0,0.0,0.0,228.0,117.0,144.0,0.0,0.0,,0,0,0,283,189,194,0.0,0.0,,,0,0,0,267.0,167.0,183.0,0,,,0.0,0.0,0.0,278.0,144.0,189.0,13,0.0,0.0,267,144,0,0,0,300,194,211
2020-06-26,0.0,0,0,0,0.0,0.0,311,178,0.0,0.0,0.0,267.0,144.0,156.0,0.0,0.0,,0,0,0,311,194,233,0.0,0.0,,,8,0,0,283.0,183.0,228.0,0,,,0.0,0.0,0.0,311.0,172.0,256.0,3,0.0,0.0,289,167,0,0,0,317,206,211
2020-06-27,157.0,0,0,0,0.0,0.0,322,133,8.0,0.0,0.0,294.0,156.0,206.0,0.0,0.0,,0,0,0,289,222,222,445.0,,,,582,0,0,300.0,200.0,200.0,0,,,376.0,0.0,0.0,289.0,206.0,222.0,5,0.0,0.0,272,222,0,0,0,261,206,228
2020-06-28,8.0,0,0,46,0.0,0.0,317,222,0.0,0.0,0.0,289.0,144.0,167.0,69.0,,,0,0,0,311,222,244,0.0,,,,0,0,0,283.0,200.0,211.0,0,,,102.0,0.0,0.0,289.0,206.0,217.0,0,0.0,0.0,294,183,0,0,0,317,228,250
2020-06-29,0.0,0,0,13,0.0,0.0,317,211,0.0,0.0,0.0,278.0,139.0,172.0,0.0,0.0,,0,0,0,322,233,239,0.0,0.0,,,13,0,0,289.0,206.0,250.0,30,,,0.0,0.0,0.0,311.0,200.0,228.0,0,0.0,0.0,306,167,0,0,0,328,228,228
2020-06-30,0.0,0,0,163,0.0,0.0,328,189,0.0,0.0,0.0,306.0,144.0,167.0,0.0,0.0,,13,0,0,278,239,239,0.0,0.0,,,0,0,0,306.0,222.0,222.0,0,,,185.0,0.0,0.0,356.0,211.0,272.0,0,0.0,0.0,311,167,15,0,0,328,228,239
2020-07-01,0.0,0,0,51,0.0,0.0,306,178,0.0,0.0,0.0,300.0,161.0,172.0,10.0,,,0,0,0,322,239,250,3.0,,,,89,0,0,261.0,206.0,206.0,701,,,0.0,0.0,0.0,,211.0,228.0,0,0.0,0.0,300,167,18,0,0,322,211,217
2020-07-02,0.0,0,0,0,0.0,0.0,322,183,0.0,0.0,0.0,306.0,150.0,167.0,51.0,,,48,0,0,300,217,217,0.0,0.0,,,0,0,0,261.0,194.0,200.0,0,,,0.0,0.0,0.0,306.0,183.0,211.0,0,0.0,0.0,322,178,312,0,0,311,200,211
2020-07-03,0.0,0,0,18,0.0,0.0,339,194,0.0,0.0,0.0,333.0,167.0,217.0,0.0,0.0,,0,0,0,311,217,228,8.0,,,,0,0,0,300.0,194.0,222.0,0,,,0.0,0.0,0.0,317.0,189.0,228.0,0,0.0,0.0,333,178,0,0,0,317,211,289
2020-07-04,0.0,0,0,3,0.0,0.0,333,206,0.0,0.0,0.0,317.0,194.0,206.0,79.0,,,0,0,0,322,228,233,0.0,0.0,,,0,0,0,300.0,194.0,222.0,81,,,0.0,0.0,0.0,322.0,200.0,244.0,0,0.0,0.0,333,200,0,0,0,344,222,294
2020-07-05,0.0,0,0,30,0.0,0.0,306,200,0.0,0.0,0.0,311.0,139.0,161.0,0.0,0.0,,0,0,0,317,228,233,0.0,0.0,,,0,0,0,300.0,189.0,228.0,3,,,0.0,0.0,0.0,311.0,206.0,233.0,0,0.0,0.0,328,167,0,0,0,322,239,322
2020-07-06,0.0,0,0,8,0.0,0.0,311,194,0.0,0.0,0.0,328.0,161.0,194.0,0.0,0.0,,0,0,0,328,222,244,0.0,0.0,,,0,0,0,306.0,200.0,244.0,213,,,198.0,0.0,0.0,,206.0,239.0,0,0.0,0.0,344,183,0,0,0,333,217,217
2020-07-07,0.0,0,0,8,0.0,0.0,306,189,0.0,0.0,0.0,333.0,194.0,244.0,0.0,0.0,,0,0,0,328,233,233,0.0,0.0,,,0,0,0,311.0,228.0,233.0,0,,,0.0,0.0,0.0,311.0,211.0,233.0,0,0.0,0.0,344,211,0,0,0,333,211,211
2020-07-08,3.0,0,0,25,0.0,0.0,317,189,3.0,0.0,0.0,344.0,211.0,217.0,0.0,0.0,,0,0,0,333,233,233,0.0,0.0,,,0,0,0,322.0,233.0,256.0,318,,,61.0,0.0,0.0,333.0,206.0,261.0,25,0.0,0.0,339,194,0,0,0,328,211,217
2020-07-09,13.0,0,0,0,0.0,0.0,311,167,0.0,0.0,0.0,328.0,217.0,239.0,0.0,0.0,,0,0,0,322,233,244,254.0,,,,0,0,0,317.0,228.0,250.0,0,,,0.0,0.0,0.0,328.0,244.0,256.0,0,0.0,0.0,344,217,13,0,0,322,217,217
2020-07-10,127.0,0,0,0,0.0,0.0,322,144,81.0,0.0,0.0,344.0,211.0,228.0,0.0,0.0,,0,0,0,322,217,217,0.0,0.0,,,0,0,0,306.0,178.0,194.0,0,,,0.0,0.0,0.0,328.0,222.0,228.0,3,0.0,0.0,339,228,0,0,0,333,217,228
2020-07-11,0.0,0,0,0,0.0,0.0,283,172,307.0,0.0,0.0,300.0,183.0,183.0,0.0,0.0,,0,0,0,333,217,233,0.0,0.0,,,0,0,0,317.0,194.0,244.0,0,,,53.0,0.0,0.0,289.0,189.0,211.0,41,0.0,0.0,289,200,0,0,0,333,228,267
2020-07-12,140.0,0,0,0,0.0,0.0,306,139,0.0,0.0,0.0,289.0,167.0,172.0,0.0,0.0,,0,0,0,344,233,267,224.0,,,,0,0,0,317.0,178.0,194.0,0,,,0.0,0.0,0.0,256.0,194.0,194.0,0,0.0,0.0,283,183,0,0,0,350,256,283
2020-07-13,0.0,0,0,0,0.0,0.0,317,200,0.0,0.0,0.0,239.0,156.0,178.0,0.0,0.0,,0,0,0,333,206,217,0.0,0.0,,,0,0,0,283.0,172.0,189.0,0,,,0.0,0.0,0.0,272.0,144.0,178.0,43,0.0,0.0,272,172,91,0,0,306,200,200
2020-07-14,0.0,0,0,28,0.0,0.0,272,156,0.0,0.0,0.0,256.0,139.0,150.0,0.0,0.0,,0,0,0,322,211,217,0.0,,,,0,0,0,294.0,183.0,206.0,0,,,0.0,0.0,0.0,294.0,144.0,200.0,0,0.0,0.0,300,144,0,0,0,322,200,206
2020-07-15,0.0,0,0,0,0.0,0.0,294,117,0.0,0.0,0.0,289.0,144.0,200.0,0.0,0.0,,0,0,0,333,217,256,8.0,,,,513,0,0,300.0,189.0,206.0,0,,,0.0,0.0,0.0,300.0,178.0,261.0,0,0.0,0.0,317,178,0,0,0,339,206,222
2020-07-16,180.0,0,0,66,0.0,0.0,322,172,30.0,0.0,0.0,306.0,194.0,194.0,97.0,,,0,0,0,339,256,256,109.0,,,,152,0,0,239.0,172.0,183.0,0,,,0.0,0.0,0.0,261.0,206.0,206.0,8,0.0,0.0,328,233,0,0,0,356,222,233
2020-07-17,0.0,0,0,0,0.0,0.0,350,161,53.0,0.0,0.0,228.0,167.0,183.0,0.0,0.0,,0,0,0,322,239,244,0.0,0.0,,,0,0,0,278.0,183.0,217.0,0,,,0.0,0.0,0.0,306.0,178.0,217.0,0,0.0,0.0,322,211,173,0,0,344,228,239
2020-07-18,0.0,0,0,0,0.0,0.0,300,178,0.0,0.0,0.0,300.0,172.0,183.0,0.0,0.0,,0,0,0,322,233,239,0.0,0.0,,,0,0,0,317.0,217.0,250.0,455,,,0.0,0.0,0.0,317.0,178.0,261.0,0,0.0,0.0,339,206,0,0,0,344,222,283
2020-07-19,33.0,0,0,0,0.0,0.0,300,139,0.0,0.0,0.0,317.0,183.0,261.0,0.0,0.0,,0,0,0,333,239,283,,,,,28,0,0,317.0,244.0,244.0,0,,,97.0,0.0,0.0,306.0,239.0,256.0,0,0.0,0.0,344,233,0,0,0,350,222,278
2020-07-20,191.0,0,0,38,0.0,0.0,294,150,191.0,0.0,0.0,278.0,183.0,194.0,378.0,,,0,0,0,344,250,250,0.0,0.0,,,33,0,0,278.0,206.0,217.0,0,,,76.0,0.0,0.0,278.0,206.0,206.0,0,0.0,0.0,306,222,0,0,0,344,222,228
2020-07-21,0.0,0,0,0,0.0,0.0,272,150,0.0,0.0,0.0,267.0,144.0,167.0,163.0,,,0,0,0,350,250,256,414.0,,,,8,0,0,233.0,189.0,200.0,312,,,259.0,0.0,0.0,289.0,194.0,217.0,8,0.0,0.0,317,217,0,0,0,344,228,228
2020-07-22,56.0,0,0,0,0.0,0.0,278,144,53.0,0.0,0.0,233.0,167.0,206.0,89.0,,,0,0,0,339,244,244,25.0,,,,25,0,0,250.0,194.0,200.0,0,,,244.0,0.0,0.0,283.0,211.0,239.0,41,0.0,0.0,283,211,0,0,0,344,228,233
2020-07-23,0.0,0,0,0,0.0,0.0,322,194,3.0,0.0,0.0,256.0,183.0,183.0,0.0,0.0,,0,0,0,317,233,239,0.0,0.0,,,0,0,0,278.0,172.0,178.0,0,,,104.0,0.0,0.0,283.0,200.0,200.0,3,0.0,0.0,294,222,71,0,0,311,228,233
2020-07-24,0.0,0,0,0,0.0,0.0,350,244,0.0,0.0,0.0,244.0,139.0,150.0,0.0,0.0,,53,0,0,311,228,233,0.0,0.0,,,0,0,0,289.0,178.0,239.0,0,,,0.0,0.0,0.0,283.0,172.0,178.0,0,0.0,0.0,311,183,0,0,0,328,217,228
2020-07-25,0.0,0,0,155,0.0,0.0,344,211,0.0,0.0,0.0,267.0,139.0,144.0,,,,0,0,0,328,233,239,0.0,0.0,,,0,0,0,311.0,222.0,233.0,391,,,0.0,0.0,0.0,300.0,172.0,211.0,0,0.0,0.0,322,167,0,0,0,339,222,267
2020-07-26,0.0,0,0,10,0.0,0.0,294,172,0.0,0.0,0.0,294.0,139.0,206.0,,,,0,0,0,328,239,239,0.0,0.0,,,0,0,0,322.0,233.0,256.0,56,,,0.0,0.0,0.0,322.0,183.0,256.0,0,0.0,0.0,333,206,0,0,0,339,222,267
2020-07-27,475.0,0,0,0,0.0,0.0,311,139,3.0,0.0,0.0,328.0,206.0,239.0,,,,0,0,0,328,239,244,64.0,,,,25,0,0,322.0,217.0,222.0,0,,,300.0,0.0,0.0,322.0,222.0,233.0,279,0.0,0.0,350,222,0,0,0,344,217,217
2020-07-28,0.0,0,0,0,0.0,0.0,294,167,0.0,0.0,0.0,306.0,167.0,178.0,,,,0,0,0,333,233,233,79.0,,,,0,0,0,283.0,178.0,222.0,0,,,0.0,0.0,0.0,283.0,194.0,194.0,8,0.0,0.0,300,211,0,0,0,339,217,217
2020-07-29,0.0,0,0,0,0.0,0.0,283,161,10.0,0.0,0.0,289.0,178.0,178.0,,,,0,0,0,311,233,244,0.0,0.0,,,0,0,0,294.0,194.0,256.0,0,,,0.0,0.0,0.0,306.0,183.0,222.0,0,0.0,0.0,317,183,0,0,0,328,217,228
2020-07-30,0.0,0,0,0,0.0,0.0,294,150,3.0,0.0,0.0,283.0,150.0,156.0,,,,0,0,0,333,244,244,363.0,,,,0,0,0,306.0,206.0,206.0,0,,,61.0,0.0,0.0,239.0,206.0,211.0,0,0.0,0.0,283,206,206,0,0,339,222,244
2020-07-31,71.0,0,0,0,0.0,0.0,333,139,0.0,0.0,0.0,256.0,144.0,150.0,,,,30,0,0,339,222,222,251.0,,,,183,0,0,267.0,172.0,172.0,0,,,0.0,0.0,0.0,267.0,189.0,222.0,0,0.0,0.0,300,178,0,0,0,317,239,250
2020-08-01,5.0,0,0,0,0.0,0.0,283,167,0.0,0.0,0.0,267.0,150.0,167.0,0.0,0.0,,467,0,0,283,200,200,0.0,0.0,,,0,0,0,244.0,172.0,194.0,0,,,86.0,0.0,0.0,228.0,183.0,211.0,114,0.0,0.0,283,194,23,0,0,322,217,217
2020-08-02,5.0,0,0,0,0.0,0.0,267,139,18.0,0.0,0.0,289.0,167.0,200.0,335.0,,,0,0,0,267,200,200,0.0,0.0,,,0,0,0,278.0,172.0,183.0,0,,,0.0,0.0,0.0,267.0,172.0,211.0,25,0.0,0.0,239,183,0,0,0,261,167,239
2020-08-03,3.0,0,0,0,0.0,0.0,261,106,173.0,0.0,0.0,211.0,167.0,183.0,79.0,,,33,0,0,300,194,200,0.0,0.0,,,104,0,0,250.0,144.0,150.0,0,,,86.0,0.0,0.0,256.0,183.0,194.0,28,0.0,0.0,278,178,0,0,0,311,183,189
2020-08-04,0.0,0,0,0,0.0,0.0,272,100,152.0,0.0,0.0,233.0,156.0,172.0,0.0,0.0,,0,0,0,294,189,189,0.0,0.0,,,0,0,0,217.0,100.0,128.0,0,,,0.0,0.0,0.0,228.0,150.0,150.0,64,0.0,0.0,244,161,0,0,0,317,189,200
